Date,Adj_Close,Close,High,Low,Open,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL
2025-10-13 13:30:00+00:00,246.77999877929688,246.77999877929688,249.49000549316406,246.63999938964844,249.3800048828125,3019677
2025-10-13 13:35:00+00:00,247.13999938964844,247.13999938964844,247.22999572753906,245.55999755859375,246.77999877929688,1061798
2025-10-13 13:40:00+00:00,246.8000030517578,246.8000030517578,247.33279418945312,246.6699981689453,247.16110229492188,798028
2025-10-13 13:45:00+00:00,246.91000366210938,246.91000366210938,247.0688934326172,246.10000610351562,246.8000030517578,701103
2025-10-13 13:50:00+00:00,246.58999633789062,246.58999633789062,247.58999633789062,246.50999450683594,246.93499755859375,505474
2025-10-13 13:55:00+00:00,246.6199951171875,246.6199951171875,247.10000610351562,246.56500244140625,246.6199951171875,459221
2025-10-13 14:00:00+00:00,247.21029663085938,247.21029663085938,247.2899932861328,246.52000427246094,246.63499450683594,720980
2025-10-13 14:05:00+00:00,247.5500030517578,247.5500030517578,247.6282958984375,247.110107421875,247.25,522136
2025-10-13 14:10:00+00:00,247.36000061035156,247.36000061035156,247.60000610351562,247.0800018310547,247.5449981689453,437362
2025-10-13 14:15:00+00:00,246.6999969482422,246.6999969482422,247.52000427246094,246.64999389648438,247.38999938964844,399995
2025-10-13 14:20:00+00:00,246.72000122070312,246.72000122070312,246.8249969482422,246.10000610351562,246.67999267578125,412044
2025-10-13 14:25:00+00:00,246.37600708007812,246.37600708007812,246.75999450683594,246.260498046875,246.72000122070312,321564
2025-10-13 14:30:00+00:00,246.6750030517578,246.6750030517578,246.72000122070312,246.22999572753906,246.3699951171875,378133
2025-10-13 14:35:00+00:00,247.35740661621094,247.35740661621094,247.41000366210938,246.6649932861328,246.6699981689453,337647
2025-10-13 14:40:00+00:00,246.99000549316406,246.99000549316406,247.4499969482422,246.97999572753906,247.35000610351562,338687
2025-10-13 14:45:00+00:00,247.3000030517578,247.3000030517578,247.58999633789062,246.97999572753906,246.99000549316406,341496
2025-10-13 14:50:00+00:00,247.2899932861328,247.2899932861328,247.50999450683594,247.0500030517578,247.32000732421875,276433
2025-10-13 14:55:00+00:00,246.94000244140625,246.94000244140625,247.2899932861328,246.75,247.2899932861328,264869
2025-10-13 15:00:00+00:00,247.06500244140625,247.06500244140625,247.25,246.66000366210938,246.94000244140625,323098
2025-10-13 15:05:00+00:00,247.4250030517578,247.4250030517578,247.50999450683594,246.9600067138672,247.0399932861328,334873
2025-10-13 15:10:00+00:00,247.52999877929688,247.52999877929688,247.85000610351562,247.36000061035156,247.42999267578125,799595
2025-10-13 15:15:00+00:00,247.69000244140625,247.69000244140625,247.69500732421875,247.2100067138672,247.52999877929688,1655595
2025-10-13 15:20:00+00:00,247.85000610351562,247.85000610351562,247.97000122070312,247.69000244140625,247.69000244140625,302592
2025-10-13 15:25:00+00:00,248.59030151367188,248.59030151367188,248.65989685058594,247.8249969482422,247.86000061035156,463772
2025-10-13 15:30:00+00:00,248.60000610351562,248.60000610351562,248.6999969482422,248.36000061035156,248.6199951171875,364542
2025-10-13 15:35:00+00:00,248.73989868164062,248.73989868164062,248.9199981689453,248.60000610351562,248.6199951171875,341106
2025-10-13 15:40:00+00:00,248.55499267578125,248.55499267578125,248.99000549316406,248.47000122070312,248.7100067138672,310946
2025-10-13 15:45:00+00:00,248.85000610351562,248.85000610351562,248.8800048828125,248.52000427246094,248.55499267578125,224576
2025-10-13 15:50:00+00:00,248.74940490722656,248.74940490722656,248.94000244140625,248.66000366210938,248.85000610351562,184233
2025-10-13 15:55:00+00:00,248.77999877929688,248.77999877929688,248.8699951171875,248.67030334472656,248.7899932861328,188832
2025-10-13 16:00:00+00:00,249.08999633789062,249.08999633789062,249.1999969482422,248.74009704589844,248.7899932861328,338104
2025-10-13 16:05:00+00:00,248.90499877929688,248.90499877929688,249.17999267578125,248.75999450683594,249.125,203104
2025-10-13 16:10:00+00:00,249.11900329589844,249.11900329589844,249.14999389648438,248.8300018310547,248.91000366210938,172308
2025-10-13 16:15:00+00:00,249.2899932861328,249.2899932861328,249.36880493164062,249.0399932861328,249.13999938964844,250205
2025-10-13 16:20:00+00:00,249.25999450683594,249.25999450683594,249.6199951171875,248.97999572753906,249.3000030517578,336358
2025-10-13 16:25:00+00:00,249.17999267578125,249.17999267578125,249.3000030517578,249.0500030517578,249.29190063476562,201273
2025-10-13 16:30:00+00:00,249.10000610351562,249.10000610351562,249.22000122070312,249.00999450683594,249.1699981689453,236991
2025-10-13 16:35:00+00:00,248.89999389648438,248.89999389648438,249.19000244140625,248.85000610351562,249.10499572753906,182711
2025-10-13 16:40:00+00:00,248.67449951171875,248.67449951171875,248.91000366210938,248.6199951171875,248.91000366210938,221564
2025-10-13 16:45:00+00:00,248.9499969482422,248.9499969482422,249.0,248.5500030517578,248.68499755859375,311482
2025-10-13 16:50:00+00:00,249.2449951171875,249.2449951171875,249.27980041503906,248.8489990234375,248.9499969482422,193582
2025-10-13 16:55:00+00:00,249.5500030517578,249.5500030517578,249.60000610351562,249.1999969482422,249.2449951171875,191030
2025-10-13 17:00:00+00:00,249.52000427246094,249.52000427246094,249.68930053710938,249.47000122070312,249.55999755859375,155529
2025-10-13 17:05:00+00:00,249.52000427246094,249.52000427246094,249.64500427246094,249.47500610351562,249.5229949951172,231484
2025-10-13 17:10:00+00:00,249.0500030517578,249.0500030517578,249.55569458007812,248.98500061035156,249.52000427246094,194314
2025-10-13 17:15:00+00:00,249.01499938964844,249.01499938964844,249.08999633789062,248.88999938964844,249.0491943359375,127239
2025-10-13 17:20:00+00:00,249.16000366210938,249.16000366210938,249.3000030517578,248.97500610351562,249.0,143436
2025-10-13 17:25:00+00:00,249.1042022705078,249.1042022705078,249.14439392089844,248.97000122070312,249.13999938964844,108902
2025-10-13 17:30:00+00:00,249.13999938964844,249.13999938964844,249.14999389648438,249.02000427246094,249.08999633789062,110511
2025-10-13 17:35:00+00:00,249.0500030517578,249.0500030517578,249.1790008544922,248.9633026123047,249.13999938964844,136082
2025-10-13 17:40:00+00:00,248.89500427246094,248.89500427246094,249.1199951171875,248.88999938964844,249.0500030517578,215196
2025-10-13 17:45:00+00:00,248.99000549316406,248.99000549316406,249.07000732421875,248.83999633789062,248.8699951171875,132288
2025-10-13 17:50:00+00:00,248.92999267578125,248.92999267578125,248.9801025390625,248.77999877929688,248.97999572753906,139282
2025-10-13 17:55:00+00:00,249.0399932861328,249.0399932861328,249.05850219726562,248.68800354003906,248.9145050048828,130023
2025-10-13 18:00:00+00:00,248.91000366210938,248.91000366210938,249.125,248.83999633789062,249.0399932861328,359500
2025-10-13 18:05:00+00:00,248.97000122070312,248.97000122070312,249.02499389648438,248.88999938964844,248.9199981689453,160601
2025-10-13 18:10:00+00:00,248.82000732421875,248.82000732421875,249.02000427246094,248.80999755859375,248.96009826660156,131390
2025-10-13 18:15:00+00:00,248.8800048828125,248.8800048828125,248.97999572753906,248.8300018310547,248.8300018310547,164027
2025-10-13 18:20:00+00:00,249.27000427246094,249.27000427246094,249.3000030517578,248.8699951171875,248.8769989013672,247627
2025-10-13 18:25:00+00:00,249.1461944580078,249.1461944580078,249.32000732421875,249.11000061035156,249.25999450683594,249221
2025-10-13 18:30:00+00:00,249.0449981689453,249.0449981689453,249.24000549316406,248.92010498046875,249.13999938964844,185564
2025-10-13 18:35:00+00:00,248.7165985107422,248.7165985107422,249.16000366210938,248.7100067138672,249.0399932861328,204337
2025-10-13 18:40:00+00:00,248.61000061035156,248.61000061035156,248.89999389648438,248.4600067138672,248.72000122070312,236616
2025-10-13 18:45:00+00:00,248.5800018310547,248.5800018310547,248.69000244140625,248.47950744628906,248.64999389648438,155469
2025-10-13 18:50:00+00:00,248.4801025390625,248.4801025390625,248.7100067138672,248.4499969482422,248.5749969482422,150668
2025-10-13 18:55:00+00:00,248.4600067138672,248.4600067138672,248.58999633789062,248.32000732421875,248.49000549316406,160938
2025-10-13 19:00:00+00:00,248.17999267578125,248.17999267578125,248.5299072265625,248.16000366210938,248.4600067138672,174919
2025-10-13 19:05:00+00:00,248.52000427246094,248.52000427246094,248.5500030517578,248.1300048828125,248.17999267578125,222437
2025-10-13 19:10:00+00:00,248.41000366210938,248.41000366210938,248.63999938964844,248.34010314941406,248.5164031982422,181329
2025-10-13 19:15:00+00:00,248.52999877929688,248.52999877929688,248.64849853515625,248.33999633789062,248.42999267578125,196500
2025-10-13 19:20:00+00:00,248.5500030517578,248.5500030517578,248.7115020751953,248.47000122070312,248.53050231933594,220255
2025-10-13 19:25:00+00:00,248.32000732421875,248.32000732421875,248.55499267578125,248.25,248.5500030517578,221677
2025-10-13 19:30:00+00:00,248.35000610351562,248.35000610351562,248.375,248.14500427246094,248.32000732421875,251782
2025-10-13 19:35:00+00:00,248.3699951171875,248.3699951171875,248.38699340820312,248.1999969482422,248.36000061035156,226227
2025-10-13 19:40:00+00:00,248.52000427246094,248.52000427246094,248.58999633789062,248.3699951171875,248.375,262881
2025-10-13 19:45:00+00:00,248.1999969482422,248.1999969482422,248.5364990234375,248.0500030517578,248.52999877929688,329936
2025-10-13 19:50:00+00:00,248.02999877929688,248.02999877929688,248.41000366210938,248.00999450683594,248.19000244140625,625981
2025-10-13 19:55:00+00:00,247.58999633789062,247.58999633789062,248.02999877929688,247.3300018310547,248.00999450683594,2089915
2025-10-14 13:30:00+00:00,246.5050048828125,246.5050048828125,247.13999938964844,245.50010681152344,246.61500549316406,2003514
2025-10-14 13:35:00+00:00,246.15969848632812,246.15969848632812,246.8800048828125,245.9499969482422,246.42999267578125,591489
2025-10-14 13:40:00+00:00,245.05079650878906,245.05079650878906,246.2100067138672,244.6999969482422,246.13499450683594,610844
2025-10-14 13:45:00+00:00,245.19000244140625,245.19000244140625,245.57000732421875,244.7899932861328,245.0500030517578,448567
2025-10-14 13:50:00+00:00,245.36000061035156,245.36000061035156,245.83999633789062,245.0,245.17999267578125,431284
2025-10-14 13:55:00+00:00,246.24000549316406,246.24000549316406,246.33450317382812,245.38499450683594,245.38499450683594,445634
2025-10-14 14:00:00+00:00,246.47000122070312,246.47000122070312,246.52000427246094,245.86749267578125,246.24000549316406,409891
2025-10-14 14:05:00+00:00,246.42999267578125,246.42999267578125,246.7899932861328,246.19000244140625,246.50999450683594,460447
2025-10-14 14:10:00+00:00,246.41000366210938,246.41000366210938,246.60000610351562,245.9626007080078,246.4499969482422,363518
2025-10-14 14:15:00+00:00,246.66000366210938,246.66000366210938,247.0800018310547,246.30999755859375,246.40499877929688,377462
2025-10-14 14:20:00+00:00,247.07000732421875,247.07000732421875,247.10000610351562,246.64999389648438,246.69000244140625,351007
2025-10-14 14:25:00+00:00,247.02000427246094,247.02000427246094,247.22999572753906,246.77000427246094,247.08999633789062,407492
2025-10-14 14:30:00+00:00,247.30999755859375,247.30999755859375,247.44000244140625,246.97000122070312,247.0,407322
2025-10-14 14:35:00+00:00,247.06500244140625,247.06500244140625,247.5,247.0500030517578,247.3300018310547,304418
2025-10-14 14:40:00+00:00,247.18499755859375,247.18499755859375,247.39999389648438,246.95010375976562,247.06500244140625,196920
2025-10-14 14:45:00+00:00,247.57000732421875,247.57000732421875,247.5749969482422,247.1699981689453,247.18499755859375,287209
2025-10-14 14:50:00+00:00,247.31500244140625,247.31500244140625,247.6999969482422,247.09030151367188,247.5800018310547,309865
2025-10-14 14:55:00+00:00,247.25999450683594,247.25999450683594,247.36000061035156,247.0,247.29010009765625,277676
