Date,Adj_Close,Close,High,Low,Open,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL
2025-10-13 13:30:00+00:00,246.8000030517578,246.8000030517578,249.49000549316406,245.55999755859375,249.3800048828125,4879503
2025-10-13 13:45:00+00:00,246.6199951171875,246.6199951171875,247.58999633789062,246.10000610351562,246.8000030517578,1665798
2025-10-13 14:00:00+00:00,247.36000061035156,247.36000061035156,247.6282958984375,246.52000427246094,246.63499450683594,1680478
2025-10-13 14:15:00+00:00,246.37600708007812,246.37600708007812,247.52000427246094,246.10000610351562,247.38999938964844,1133603
2025-10-13 14:30:00+00:00,246.99000549316406,246.99000549316406,247.4499969482422,246.22999572753906,246.3699951171875,1054467
2025-10-13 14:45:00+00:00,246.94000244140625,246.94000244140625,247.58999633789062,246.75,246.99000549316406,882798
2025-10-13 15:00:00+00:00,247.52999877929688,247.52999877929688,247.85000610351562,246.66000366210938,246.94000244140625,1457566
2025-10-13 15:15:00+00:00,248.59030151367188,248.59030151367188,248.65989685058594,247.2100067138672,247.52999877929688,2421959
2025-10-13 15:30:00+00:00,248.55499267578125,248.55499267578125,248.99000549316406,248.36000061035156,248.6199951171875,1016594
2025-10-13 15:45:00+00:00,248.77999877929688,248.77999877929688,248.94000244140625,248.52000427246094,248.55499267578125,597641
2025-10-13 16:00:00+00:00,249.11900329589844,249.11900329589844,249.1999969482422,248.74009704589844,248.7899932861328,713516
2025-10-13 16:15:00+00:00,249.17999267578125,249.17999267578125,249.6199951171875,248.97999572753906,249.13999938964844,787836
2025-10-13 16:30:00+00:00,248.67449951171875,248.67449951171875,249.22000122070312,248.6199951171875,249.1699981689453,641266
2025-10-13 16:45:00+00:00,249.5500030517578,249.5500030517578,249.60000610351562,248.5500030517578,248.68499755859375,696094
2025-10-13 17:00:00+00:00,249.0500030517578,249.0500030517578,249.68930053710938,248.98500061035156,249.55999755859375,581327
2025-10-13 17:15:00+00:00,249.1042022705078,249.1042022705078,249.3000030517578,248.88999938964844,249.0491943359375,379577
2025-10-13 17:30:00+00:00,248.89500427246094,248.89500427246094,249.1790008544922,248.88999938964844,249.08999633789062,461789
2025-10-13 17:45:00+00:00,249.0399932861328,249.0399932861328,249.07000732421875,248.68800354003906,248.8699951171875,401593
2025-10-13 18:00:00+00:00,248.82000732421875,248.82000732421875,249.125,248.80999755859375,249.0399932861328,651491
2025-10-13 18:15:00+00:00,249.1461944580078,249.1461944580078,249.32000732421875,248.8300018310547,248.8300018310547,660875
2025-10-13 18:30:00+00:00,248.61000061035156,248.61000061035156,249.24000549316406,248.4600067138672,249.13999938964844,626517
2025-10-13 18:45:00+00:00,248.4600067138672,248.4600067138672,248.7100067138672,248.32000732421875,248.64999389648438,467075
2025-10-13 19:00:00+00:00,248.41000366210938,248.41000366210938,248.63999938964844,248.1300048828125,248.4600067138672,578685
2025-10-13 19:15:00+00:00,248.32000732421875,248.32000732421875,248.7115020751953,248.25,248.42999267578125,638432
2025-10-13 19:30:00+00:00,248.52000427246094,248.52000427246094,248.58999633789062,248.14500427246094,248.32000732421875,740890
2025-10-13 19:45:00+00:00,247.58999633789062,247.58999633789062,248.5364990234375,247.3300018310547,248.52999877929688,3045832
2025-10-14 13:30:00+00:00,245.05079650878906,245.05079650878906,247.13999938964844,244.6999969482422,246.61500549316406,3205847
2025-10-14 13:45:00+00:00,246.24000549316406,246.24000549316406,246.33450317382812,244.7899932861328,245.0500030517578,1325485
2025-10-14 14:00:00+00:00,246.41000366210938,246.41000366210938,246.7899932861328,245.86749267578125,246.24000549316406,1233856
2025-10-14 14:15:00+00:00,247.02000427246094,247.02000427246094,247.22999572753906,246.30999755859375,246.40499877929688,1135961
2025-10-14 14:30:00+00:00,247.18499755859375,247.18499755859375,247.5,246.95010375976562,247.0,908660
2025-10-14 14:45:00+00:00,247.25999450683594,247.25999450683594,247.6999969482422,247.0,247.18499755859375,874750
2025-10-14 15:00:00+00:00,246.6999969482422,246.6999969482422,247.74989318847656,246.63499450683594,247.25999450683594,735727
2025-10-14 15:15:00+00:00,246.21400451660156,246.21400451660156,246.6999969482422,246.1199951171875,246.6999969482422,773293
2025-10-14 15:30:00+00:00,246.97000122070312,246.97000122070312,247.1699981689453,246.1699981689453,246.22999572753906,1085110
2025-10-14 15:45:00+00:00,247.3800048828125,247.3800048828125,247.4600067138672,246.94009399414062,246.99000549316406,509472
2025-10-14 16:00:00+00:00,247.05499267578125,247.05499267578125,247.41070556640625,246.85000610351562,247.36000061035156,469436
2025-10-14 16:15:00+00:00,247.38999938964844,247.38999938964844,247.75,247.05999755859375,247.05999755859375,659995
2025-10-14 16:30:00+00:00,247.64999389648438,247.64999389648438,247.7100067138672,247.38499450683594,247.38999938964844,480147
2025-10-14 16:45:00+00:00,247.5800018310547,247.5800018310547,248.035400390625,247.57000732421875,247.66000366210938,636181
2025-10-14 17:00:00+00:00,247.49000549316406,247.49000549316406,247.85000610351562,247.46499633789062,247.59500122070312,466853
2025-10-14 17:15:00+00:00,247.79800415039062,247.79800415039062,247.89999389648438,247.49000549316406,247.5,465585
2025-10-14 17:30:00+00:00,247.61000061035156,247.61000061035156,247.82000732421875,247.17999267578125,247.80999755859375,613560
2025-10-14 17:45:00+00:00,247.59500122070312,247.59500122070312,247.77479553222656,247.40020751953125,247.60499572753906,453112
2025-10-14 18:00:00+00:00,247.43499755859375,247.43499755859375,247.7050018310547,247.30819702148438,247.5800018310547,509622
2025-10-14 18:15:00+00:00,247.48500061035156,247.48500061035156,247.53500366210938,247.19000244140625,247.42999267578125,556302
